rent,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater
444.83,42,1,1960.0,no,no,yes,Au-Haid,good,no,yes
485.72,91,3,1918.0,no,no,yes,Obgies,normal,no,yes
580.28,110,3,1918.0,no,yes,yes,Alt-Le,normal,no,no
1533.9,130,5,1918.0,no,yes,yes,Alt-Le,good,no,yes
713.39,140,3,1918.0,no,yes,yes,Alt-Le,good,no,yes
570.34,62,2,1984.0,no,yes,yes,BamLaim,normal,no,yes
516.55,67,3,1966.0,no,yes,yes,BamLaim,normal,no,yes
920.34,110,4,1918.0,no,yes,yes,Au-Haid,good,no,yes
606.9,70,3,1957.0,no,no,yes,Au-Haid,good,no,yes
352.12,78,3,1960.0,no,yes,yes,Au-Haid,good,no,yes
570.67,65,3,1960.0,no,yes,yes,Bogenh,top,no,yes
787.41,64,2,1918.0,no,yes,yes,Au-Haid,good,yes,yes
302.84,90,3,1918.0,no,no,yes,Au-Haid,good,no,yes
936.01,136,5,1918.0,no,yes,yes,Au-Haid,good,no,yes
869.57,94,3,1994.0,no,yes,yes,BamLaim,normal,no,yes
200.42,52,2,1957.0,no,yes,yes,BamLaim,normal,no,yes
409.96,73,3,1957.0,no,yes,yes,BamLaim,normal,no,yes
208.56,18,1,1966.0,no,yes,yes,BamLaim,normal,no,yes
703.12,104,4,1918.0,no,yes,yes,BamLaim,normal,no,yes
971.47,82,3,1994.0,yes,yes,yes,BamLaim,good,no,yes
530.17,57,2,1983.0,no,yes,yes,Au-Haid,good,no,yes
396.23,48,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
855.78,125,3,1918.0,yes,yes,yes,Schwanth,normal,no,yes
151.0,44,2,1924.0,no,no,no,SchwWest,good,no,yes
294.0,54,2,1973.0,no,no,yes,SchwWest,good,no,yes
389.23,43,2,1948.0,no,yes,no,SchwWest,good,no,no
398.81,41,1,1957.0,no,no,yes,Lud-Isar,good,no,yes
515.58,67,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
392.14,40,1,1960.0,no,yes,yes,Lud-Isar,good,no,yes
611.66,140,4,1918.0,no,yes,yes,SchwWest,good,no,yes
306.53,35,1,1957.0,no,yes,yes,SchwWest,good,no,yes
327.05,26,1,1966.0,no,yes,yes,Lud-Isar,good,no,yes
421.31,56,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
455.22,82,4,1948.0,no,yes,no,Schwab-Frei,normal,no,yes
414.58,56,2,1967.0,no,no,yes,Feld-Has,normal,no,yes
373.9,54,2,1966.0,no,no,yes,Feld-Has,normal,no,yes
389.95,70,3,1966.0,no,no,yes,Feld-Has,normal,no,yes
454.32,67,3,1960.0,no,no,yes,Feld-Has,normal,no,yes
155.59,30,1,1957.0,no,no,yes,Feld-Has,normal,no,yes
553.4,60,2,1984.0,no,yes,yes,Send-West,normal,no,yes
629.18,106,5,1973.0,yes,no,yes,Send-West,normal,no,yes
398.55,75,3,1967.0,no,yes,yes,Send,normal,no,yes
109.32,42,1,1939.0,no,yes,no,Send-West,normal,no,yes
590.19,75,2,1970.0,no,yes,yes,Ram-Per,good,no,yes
536.86,57,2,1995.0,no,yes,yes,Ram-Per,normal,no,yes
543.41,75,2,1924.0,no,yes,yes,Bogenh,normal,no,yes
583.53,60,2,1999.0,no,yes,yes,Trud-Rie,good,no,yes
322.13,51,2,1948.0,no,no,yes,Bogenh,normal,no,yes
512.58,71,3,1960.0,no,yes,yes,Pas-Obmenz,normal,no,yes
688.51,78,3,1960.0,no,yes,yes,Au-Lo-La,normal,no,yes
321.21,53,2,1972.0,no,yes,yes,Pas-Obmenz,good,no,yes
896.82,90,2,1918.0,no,yes,yes,Lud-Isar,normal,no,yes
281.21,35,2,1918.0,no,yes,yes,Lud-Isar,normal,no,yes
758.37,103,4,1957.0,no,yes,yes,Lud-Isar,good,no,yes
1252.69,93,3,1918.0,no,no,yes,Lud-Isar,good,no,yes
997.03,82,3,1918.0,yes,yes,yes,Lud-Isar,normal,no,yes
345.54,53,2,1948.0,no,no,yes,Laim,normal,no,yes
284.55,55,2,1948.0,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
361.7,47,2,1968.0,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
614.58,56,3,1960.0,no,no,yes,Th-Ob-Fo-Fu-So,good,no,yes
779.73,87,4,1967.0,no,yes,yes,Pas-Obmenz,good,no,yes
720.11,105,4,1969.0,no,yes,yes,Au-Lo-La,normal,no,yes
591.0,70,3,1997.0,no,yes,yes,Au-Lo-La,normal,yes,yes
404.18,52,1,1967.0,no,yes,yes,Pas-Obmenz,normal,no,yes
492.94,60,2,1983.0,no,yes,yes,Had,normal,no,yes
611.56,77,3,1974.0,no,yes,yes,Had,good,no,yes
853.32,96,3,1997.0,yes,yes,yes,Had,good,no,yes
588.74,49,3,1948.0,no,yes,yes,Had,good,no,yes
529.62,59,2,1973.0,no,no,yes,Laim,normal,no,yes
518.61,67,3,1957.0,no,yes,yes,Maxvor,good,no,yes
379.11,43,2,1918.0,no,no,yes,Schwanth,normal,no,yes
1109.52,137,4,1918.0,no,no,yes,Maxvor,good,no,yes
368.13,55,2,1918.0,no,no,yes,Neuh-Nymp,good,no,yes
476.79,64,2,1957.0,no,no,yes,Lud-Isar,good,no,yes
485.93,54,2,1957.0,no,yes,yes,Maxvor,good,no,yes
279.81,39,1,1960.0,no,no,yes,Maxvor,good,no,yes
605.6,70,2,1957.0,no,yes,yes,Maxvor,good,no,yes
166.48,41,2,1918.0,no,yes,yes,Neuh-Nymp,good,no,no
210.55,65,3,1957.0,no,no,yes,Neuh-Nymp,normal,no,no
670.34,80,3,1977.0,no,yes,yes,Neuh-Nymp,good,no,yes
419.22,46,2,1979.0,no,yes,yes,Maxvor,good,no,yes
701.46,85,3,1918.0,no,yes,yes,SchwWest,good,no,yes
666.22,79,3,1986.0,no,no,yes,Schwab-Frei,good,no,yes
383.47,38,1,1973.0,no,yes,yes,Schwab-Frei,good,no,yes
1135.96,111,5,1960.0,no,yes,yes,SchwWest,good,no,yes
323.92,30,1,1960.0,no,no,yes,SchwWest,good,no,yes
620.44,71,3,1966.0,no,yes,yes,Feld-Has,normal,no,yes
463.64,49,2,1966.0,no,no,yes,Moos,normal,no,yes
807.75,73,3,1969.0,no,yes,yes,Moos,normal,no,yes
343.22,31,1,1972.0,no,yes,yes,Moos,normal,no,yes
275.52,45,2,1960.0,no,no,no,Moos,normal,no,yes
613.56,59,2,1993.0,no,yes,yes,All-Umenz,normal,no,yes
594.93,65,2,1992.0,no,yes,yes,Bogenh,normal,no,yes
820.88,94,4,1989.0,no,yes,yes,Bogenh,normal,no,yes
634.09,62,2,1918.0,no,yes,yes,Schwab-Frei,normal,no,yes
470.52,54,2,1994.0,no,no,yes,Mil-AmH,normal,no,yes
359.91,52,1,1966.0,no,no,yes,SchwWest,normal,no,yes
355.5,63,3,1918.0,no,no,yes,Neuh-Nymp,good,no,yes
1227.12,121,5,1924.0,no,yes,yes,Neuh-Nymp,good,no,yes
407.23,31,1,1972.0,no,yes,yes,Neuh-Nymp,good,no,yes
388.59,62,2,1957.0,no,no,yes,Lud-Isar,good,no,yes
504.13,82,3,1957.0,no,no,no,Schwanth,normal,no,yes
695.37,92,3,1948.0,no,yes,yes,Lud-Isar,good,no,yes
575.23,70,3,1918.0,yes,yes,yes,Pas-Obmenz,good,no,yes
677.98,94,4,1974.0,no,yes,yes,Had,normal,no,yes
539.86,81,3,1975.0,no,yes,yes,Had,good,no,yes
414.97,30,1,1969.0,no,yes,yes,Had,good,no,yes
336.27,104,5,1960.0,yes,no,yes,Had,good,no,yes
848.11,72,3,1918.0,no,yes,yes,Neuh-Nymp,normal,no,yes
752.08,98,4,1924.0,no,yes,yes,Moos,normal,no,yes
697.15,90,4,1960.0,no,no,yes,Neuh-Nymp,top,no,yes
422.46,56,2,1966.0,no,yes,yes,Neuh-Nymp,normal,no,yes
296.46,67,3,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
899.95,85,3,1918.0,no,yes,yes,Schwab-Frei,good,no,yes
884.16,83,3,1918.0,yes,yes,no,Schwab-Frei,good,no,yes
463.97,73,3,1960.0,no,yes,yes,SchwWest,good,no,yes
608.72,55,2,1996.0,no,yes,yes,Bogenh,good,yes,yes
342.57,34,1,1973.0,no,yes,yes,Trud-Rie,good,no,yes
983.13,80,4,1996.0,no,yes,yes,BamLaim,good,no,yes
347.98,52,2,1969.0,no,yes,yes,Ram-Per,normal,no,yes
256.94,28,1,1957.0,no,yes,yes,Maxvor,good,no,yes
251.43,70,3,1957.0,no,yes,yes,Maxvor,good,no,yes
678.48,77,3,1972.0,no,yes,yes,Bogenh,normal,no,yes
604.19,65,2,1992.0,no,yes,yes,Bogenh,normal,yes,yes
724.0,70,3,1992.0,no,no,yes,Bogenh,normal,yes,yes
228.87,39,1,1966.0,no,yes,yes,Ugies-Har,normal,no,yes
1175.97,125,4,1918.0,yes,no,yes,Send,normal,no,yes
554.99,58,2,1957.0,no,yes,yes,Obgies,normal,no,yes
664.69,64,2,1973.0,no,yes,yes,Had,good,no,yes
370.61,70,2,1966.0,no,yes,yes,Send,normal,no,yes
561.12,72,2,1974.0,no,yes,yes,Had,good,no,yes
840.0,81,3,1966.0,no,no,yes,Had,normal,yes,yes
725.94,89,3,1973.0,no,yes,yes,Pas-Obmenz,normal,no,yes
517.97,40,2,1993.0,no,yes,yes,Pas-Obmenz,good,yes,yes
652.93,72,3,1983.0,no,yes,yes,Pas-Obmenz,normal,no,yes
250.4,40,2,1968.0,no,yes,yes,Laim,normal,no,yes
794.02,77,3,1973.0,yes,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
514.35,75,3,1970.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
438.69,79,3,1973.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
925.45,80,2,1957.0,no,yes,no,Th-Ob-Fo-Fu-So,normal,no,yes
299.52,63,3,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
358.18,42,2,1957.0,no,yes,yes,Alt-Le,good,no,yes
1147.85,106,3,1986.0,no,yes,yes,Alt-Le,good,no,yes
900.0,120,4,1918.0,no,yes,yes,Alt-Le,good,no,yes
1575.71,121,3,1997.0,no,yes,yes,Alt-Le,good,yes,yes
651.03,63,2,1997.0,no,yes,yes,Alt-Le,good,yes,yes
582.89,72,2,1993.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
660.18,90,5,1976.0,yes,yes,yes,Had,good,no,yes
562.42,65,2,1981.0,yes,yes,yes,Laim,normal,no,yes
432.05,53,2,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
802.93,123,5,1918.0,no,yes,yes,Alt-Le,good,no,yes
340.67,64,2,1972.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
538.1,47,2,1974.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
720.59,80,3,1987.0,yes,yes,yes,Th-Ob-Fo-Fu-So,normal,yes,yes
408.75,70,2,1969.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
654.78,88,4,1969.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
380.76,38,1,1983.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
1030.03,150,4,1980.0,yes,yes,yes,Bogenh,good,no,yes
536.07,75,3,1993.0,no,yes,yes,Bogenh,normal,no,yes
1015.18,67,3,1967.0,no,yes,yes,Bogenh,normal,no,yes
794.31,83,4,1973.0,no,yes,yes,Feld-Has,normal,no,yes
172.23,39,2,1948.0,no,yes,no,Mil-AmH,normal,no,yes
163.41,40,2,1957.0,no,no,no,Mil-AmH,normal,no,no
235.96,47,2,1960.0,no,no,yes,Obgies,normal,no,yes
651.93,83,3,1948.0,no,yes,yes,Obgies,normal,no,yes
631.62,55,2,1982.0,no,yes,yes,Au-Haid,good,no,yes
654.68,70,2,1957.0,no,yes,yes,Ugies-Har,normal,no,yes
303.45,52,2,1966.0,no,no,yes,Au-Haid,good,no,yes
847.8,82,3,1985.0,yes,yes,yes,Bogenh,top,yes,yes
529.46,111,4,1918.0,no,yes,no,Au-Haid,normal,no,no
897.98,78,3,1992.0,no,yes,yes,Ram-Per,normal,no,yes
634.21,67,3,1966.0,no,yes,yes,Pas-Obmenz,normal,no,yes
401.89,36,1,1957.0,no,yes,yes,Pas-Obmenz,good,no,yes
549.2,60,2,1971.0,no,yes,yes,Au-Lo-La,normal,no,yes
111.97,43,1,1973.0,no,yes,yes,Ram-Per,normal,no,yes
348.0,34,1,1966.0,no,yes,yes,Ugies-Har,normal,no,yes
746.5,76,3,1997.0,yes,yes,yes,Ugies-Har,top,no,yes
446.26,48,2,1983.0,no,no,yes,Bogenh,good,no,yes
585.03,73,2,1966.0,no,yes,yes,SchwWest,normal,no,yes
538.17,110,5,1957.0,yes,no,yes,Obgies,normal,no,yes
556.43,72,3,1973.0,no,yes,yes,BamLaim,normal,no,yes
571.6,49,2,1984.0,no,yes,yes,Ugies-Har,top,no,yes
1155.54,93,3,2000.0,no,yes,yes,Bogenh,good,no,yes
963.1,84,3,1970.0,no,yes,yes,Bogenh,top,no,yes
319.56,30,1,1968.0,no,yes,yes,Bogenh,normal,no,yes
538.62,52,2,1918.0,no,yes,yes,Bogenh,good,no,yes
502.31,73,3,1967.0,no,no,yes,Bogenh,normal,no,yes
444.65,85,4,1966.0,yes,no,yes,Bogenh,normal,no,yes
603.34,79,3,1986.0,no,yes,yes,Bogenh,good,no,yes
777.17,71,3,1972.0,no,yes,yes,Ugies-Har,normal,yes,yes
640.86,62,4,1948.0,no,yes,yes,Ugies-Har,normal,no,yes
466.58,62,2,1957.0,no,no,yes,Ugies-Har,good,no,yes
271.17,93,4,1972.0,no,yes,yes,Obgies,normal,no,yes
463.0,74,4,1967.0,no,yes,yes,Ugies-Har,normal,no,yes
753.02,120,5,1918.0,no,no,yes,Au-Haid,normal,no,yes
602.61,60,2,1957.0,no,yes,yes,Maxvor,good,yes,yes
373.34,29,1,1972.0,no,yes,yes,SchwWest,good,no,yes
1101.85,110,4,1957.0,no,yes,yes,Maxvor,good,no,yes
317.62,49,2,1960.0,no,no,yes,Maxvor,good,no,yes
900.65,83,3,1985.0,no,yes,yes,Lud-Isar,good,no,yes
377.87,68,3,1918.0,no,no,no,Lud-Isar,good,no,yes
924.55,120,3,1918.0,no,no,yes,Lud-Isar,good,no,yes
562.43,54,2,1991.0,no,yes,yes,Obgies,normal,yes,yes
485.74,45,2,1966.0,no,yes,yes,Au-Haid,good,no,yes
314.09,28,1,1918.0,no,no,no,Obgies,normal,no,no
493.41,97,4,1924.0,no,no,yes,Moos,normal,no,yes
222.41,50,2,1957.0,no,yes,yes,Neuh-Nymp,top,no,yes
1532.99,174,3,1918.0,no,yes,yes,SchwWest,good,no,yes
493.13,109,3,1924.0,no,no,yes,SchwWest,good,no,yes
351.86,92,4,1948.0,no,no,no,Schwab-Frei,good,no,no
485.74,50,2,1957.0,no,yes,yes,Ram-Per,normal,no,yes
511.3,53,2,1992.0,no,yes,yes,Send,normal,yes,yes
552.2,45,2,1992.0,no,yes,yes,Send,normal,no,yes
455.05,64,3,1960.0,no,yes,yes,Laim,normal,no,yes
271.9,30,1,1970.0,no,yes,yes,Send-West,normal,no,yes
385.6,55,2,1948.0,no,yes,yes,Mil-AmH,normal,no,yes
265.88,20,1,1972.0,no,yes,yes,Maxvor,good,no,yes
899.89,82,3,1918.0,no,yes,yes,Send,normal,no,yes
473.64,108,5,1957.0,no,no,yes,Mil-AmH,normal,no,yes
128.9,30,1,1966.0,no,yes,yes,Feld-Has,normal,no,yes
388.92,125,5,1918.0,no,yes,no,Lud-Isar,normal,no,no
1136.95,125,4,1918.0,no,yes,yes,SchwWest,good,no,yes
747.73,101,3,1918.0,yes,yes,yes,Lud-Isar,good,no,yes
248.34,91,3,1918.0,no,yes,no,Lud-Isar,good,no,no
789.56,81,3,1948.0,no,yes,yes,Schwab-Frei,good,yes,yes
893.25,73,2,1918.0,no,yes,yes,SchwWest,good,no,yes
405.6,63,2,1957.0,no,yes,yes,Lud-Isar,good,no,yes
458.85,47,1,1981.0,no,yes,yes,Send-West,good,no,yes
536.86,47,2,1957.0,no,yes,yes,Alt-Le,normal,no,yes
373.47,53,1,1918.0,no,yes,no,Schwab-Frei,good,no,yes
388.81,40,2,1957.0,no,yes,no,Alt-Le,normal,no,yes
916.25,92,4,1948.0,no,yes,yes,Au-Haid,normal,no,yes
345.29,58,2,1918.0,no,yes,yes,BamLaim,normal,no,yes
549.68,73,2,1980.0,no,yes,yes,BamLaim,normal,no,yes
290.71,70,2,1939.0,no,yes,no,Maxvor,good,no,yes
426.46,34,1,1983.0,no,no,yes,Schwab-Frei,good,no,yes
434.68,44,1,1973.0,no,yes,yes,Schwab-Frei,good,no,yes
335.21,48,2,1966.0,no,no,yes,Send-West,normal,no,yes
309.0,58,2,1957.0,no,no,no,Send-West,normal,no,yes
346.67,52,2,1960.0,no,no,yes,Send-West,normal,no,yes
423.45,62,2,1983.0,no,yes,yes,Send-West,normal,no,yes
765.77,102,3,1957.0,no,yes,no,Lud-Isar,normal,no,yes
403.92,48,1,1972.0,no,yes,yes,Schwanth,normal,no,yes
474.76,102,3,1918.0,no,yes,no,Lud-Isar,normal,no,yes
602.23,61,2,1918.0,no,yes,yes,Lud-Isar,normal,no,yes
323.3,29,1,1980.0,no,no,yes,Au-Haid,normal,no,yes
511.6,74,3,1957.0,no,yes,yes,Bogenh,good,no,yes
98.85,43,2,1948.0,no,no,no,Bogenh,normal,no,yes
591.24,75,3,1969.0,no,no,yes,Ram-Per,normal,no,yes
518.51,43,2,1992.0,no,yes,yes,Bogenh,normal,no,yes
522.03,80,3,1966.0,no,yes,yes,Laim,normal,no,yes
373.37,40,2,1918.0,no,no,no,Laim,normal,no,yes
781.05,70,3,1974.0,yes,no,yes,Laim,normal,yes,yes
296.75,75,2,1918.0,no,no,no,Lud-Isar,normal,no,yes
1068.13,78,3,1998.0,no,yes,yes,Lud-Isar,good,no,yes
266.26,38,2,1948.0,no,yes,yes,Mil-AmH,normal,no,yes
483.0,45,2,1924.0,no,yes,yes,Schwab-Frei,normal,no,yes
569.0,43,2,1960.0,no,yes,yes,Mil-AmH,normal,no,yes
555.34,58,2,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
307.53,27,1,1985.0,no,yes,yes,Mil-AmH,normal,no,yes
294.05,33,1,1972.0,no,yes,yes,Mil-AmH,normal,no,yes
301.09,65,3,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
741.39,108,4,1969.0,no,yes,yes,Au-Lo-La,normal,no,yes
625.69,74,3,1972.0,yes,yes,yes,Pas-Obmenz,good,yes,yes
521.52,63,2,1974.0,no,yes,yes,Had,good,no,yes
408.21,39,1,1975.0,no,yes,yes,Had,good,no,yes
620.26,79,3,1974.0,no,yes,yes,Send-West,good,no,yes
449.97,60,2,1966.0,no,yes,yes,Had,good,yes,yes
284.94,26,1,1918.0,no,yes,yes,Schwanth,normal,no,yes
608.45,67,3,1973.0,no,yes,yes,Schwanth,normal,no,yes
567.25,58,2,1918.0,no,yes,no,Schwanth,normal,no,yes
356.16,48,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
621.23,62,3,1957.0,no,yes,yes,Neuh-Nymp,good,no,yes
611.62,54,2,1980.0,yes,yes,yes,Lud-Isar,good,no,yes
689.78,102,3,1918.0,no,yes,yes,Lud-Isar,normal,no,yes
339.62,53,2,1948.0,no,yes,yes,Laim,normal,no,yes
617.27,63,2,1996.0,no,yes,yes,Laim,normal,yes,yes
644.84,86,3,1970.0,no,yes,yes,Send-West,normal,no,yes
383.26,32,1,1960.0,no,yes,yes,Send-West,normal,no,yes
297.76,61,2,1960.0,no,yes,yes,Send-West,normal,no,yes
290.2,37,1,1967.0,no,yes,yes,Send-West,normal,no,yes
569.47,69,3,1960.0,no,yes,yes,Send-West,normal,no,yes
454.09,44,2,1960.0,no,yes,yes,Send,normal,no,yes
265.02,43,2,1960.0,no,yes,yes,Obgies,normal,no,yes
670.99,55,2,1986.0,no,yes,yes,Ugies-Har,good,no,yes
444.29,61,2,1957.0,no,yes,yes,Lud-Isar,good,no,yes
710.71,79,2,1918.0,yes,yes,yes,Neuh-Nymp,good,no,yes
282.95,70,2,1918.0,no,no,yes,Lud-Isar,good,no,yes
588.0,60,2,1918.0,no,yes,yes,Neuh-Nymp,normal,no,yes
1380.51,104,3,1918.0,yes,yes,yes,Neuh-Nymp,good,yes,yes
1068.64,90,4,1977.0,no,yes,yes,Neuh-Nymp,good,yes,yes
383.47,39,2,1957.0,no,yes,yes,Ram-Per,normal,no,yes
221.94,80,3,1918.0,no,yes,yes,Au-Haid,normal,no,yes
706.24,64,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
612.21,90,4,1918.0,no,yes,no,Au-Haid,good,no,yes
613.56,55,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
470.4,87,4,1918.0,no,yes,yes,Au-Haid,good,no,yes
869.21,93,4,1918.0,no,yes,yes,Send,normal,yes,yes
713.01,82,3,1998.0,no,yes,yes,Au-Haid,normal,no,yes
475.5,45,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
388.59,34,1,1966.0,no,yes,yes,Au-Haid,good,no,yes
346.69,77,3,1957.0,no,no,yes,Ram-Per,normal,no,yes
765.0,60,3,1998.0,no,yes,yes,BamLaim,good,no,yes
741.39,60,2,1998.0,no,yes,yes,Trud-Rie,good,no,yes
392.67,58,2,1972.0,no,yes,yes,Trud-Rie,normal,no,yes
444.84,43,2,1996.0,no,yes,yes,BamLaim,good,no,yes
791.86,74,2,1993.0,yes,yes,yes,Trud-Rie,good,no,yes
554.0,67,3,1957.0,no,no,yes,Bogenh,normal,no,yes
770.34,110,4,1982.0,yes,yes,yes,Au-Haid,normal,no,yes
489.89,53,2,1998.0,yes,yes,yes,Trud-Rie,normal,no,yes
104.14,71,2,1948.0,no,yes,no,Au-Haid,normal,no,no
611.87,54,2,1972.0,no,yes,yes,Moos,normal,yes,yes
444.84,59,2,1957.0,no,yes,yes,Feld-Has,normal,no,yes
730.72,75,3,1981.0,no,yes,yes,Moos,normal,no,yes
412.21,62,2,1918.0,no,yes,yes,Neuh-Nymp,good,no,yes
1482.77,108,3,1918.0,no,yes,yes,SchwWest,good,no,yes
646.63,72,3,1971.0,no,yes,yes,SchwWest,normal,no,yes
273.92,28,1,1960.0,no,yes,yes,Schwanth,normal,no,yes
325.85,34,1,1957.0,no,yes,yes,Lud-Isar,normal,no,yes
894.2,105,4,1918.0,yes,yes,yes,Lud-Isar,normal,no,yes
649.55,80,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
895.0,94,3,1918.0,no,no,no,Lud-Isar,normal,no,yes
431.54,53,2,1918.0,no,yes,yes,Lud-Isar,normal,no,yes
508.85,64,2,1966.0,no,no,yes,Maxvor,good,no,yes
603.33,56,2,1957.0,no,yes,yes,Alt-Le,good,no,yes
1088.36,105,3,1918.0,yes,yes,no,Maxvor,normal,no,yes
516.29,83,3,1969.0,no,no,yes,Neuh-Nymp,good,no,yes
383.48,37,1,1973.0,no,yes,yes,Neuh-Nymp,normal,no,yes
434.61,35,2,1966.0,no,no,yes,Neuh-Nymp,normal,no,yes
307.81,69,2,1957.0,no,no,no,Neuh-Nymp,good,no,no
175.25,28,1,1960.0,no,no,yes,Neuh-Nymp,good,no,yes
547.92,65,3,1993.0,no,yes,yes,Neuh-Nymp,good,no,yes
313.06,35,2,1918.0,no,no,yes,Th-Ob-Fo-Fu-So,good,no,yes
424.0,64,3,1957.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
747.68,80,3,1996.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
672.21,84,3,1974.0,no,yes,yes,Pas-Obmenz,normal,no,yes
118.09,30,1,1966.0,no,no,yes,Au-Lo-La,normal,no,yes
336.0,30,1,1948.0,no,yes,yes,Send,normal,no,yes
522.08,81,3,1957.0,no,yes,yes,Send,normal,no,yes
577.78,48,2,1984.0,no,no,yes,Ram-Per,normal,no,yes
495.96,49,2,1957.0,no,yes,yes,Au-Haid,good,no,yes
506.19,58,2,1969.0,no,yes,yes,Ugies-Har,normal,no,yes
261.38,66,3,1918.0,no,yes,no,Au-Haid,normal,no,yes
1342.17,130,4,1918.0,yes,yes,yes,Au-Haid,normal,no,yes
227.91,50,2,1918.0,no,yes,no,Au-Haid,normal,no,no
501.7,78,2,1957.0,no,no,yes,SchwWest,good,no,yes
401.86,20,1,1966.0,no,yes,yes,Maxvor,good,no,yes
480.61,47,1,1993.0,no,yes,yes,SchwWest,good,no,yes
1138.17,113,4,1918.0,yes,yes,yes,SchwWest,good,yes,yes
301.15,33,1,1960.0,no,yes,yes,Au-Haid,normal,no,yes
901.6,100,3,1957.0,no,yes,yes,Au-Haid,normal,no,yes
879.66,72,2,1988.0,no,no,yes,Th-Ob-Fo-Fu-So,top,no,yes
398.27,50,2,1966.0,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
383.48,38,1,1918.0,no,yes,yes,Obgies,normal,no,yes
321.48,32,1,1973.0,no,yes,yes,Obgies,normal,no,yes
501.08,51,2,1957.0,no,yes,yes,Laim,normal,no,yes
611.48,79,3,1966.0,no,no,yes,Had,normal,no,yes
284.37,93,4,1957.0,yes,yes,no,Laim,normal,no,yes
471.99,48,2,1960.0,no,yes,yes,Mil-AmH,normal,no,yes
373.34,42,1,1970.0,no,no,yes,Had,good,no,yes
249.93,70,3,1968.0,no,yes,yes,Send-West,normal,no,yes
545.73,86,4,1974.0,no,yes,yes,Had,normal,no,yes
400.44,74,3,1966.0,no,yes,yes,Ugies-Har,normal,no,yes
613.56,65,3,1957.0,no,yes,yes,Au-Haid,normal,no,yes
524.85,58,2,1987.0,no,yes,yes,Ugies-Har,normal,no,yes
1062.18,100,3,1918.0,no,yes,yes,Lud-Isar,normal,no,yes
746.5,67,3,1957.0,yes,yes,yes,Maxvor,good,no,yes
430.06,54,1,1918.0,no,yes,no,Lud-Isar,normal,no,yes
541.98,72,3,1960.0,no,yes,yes,Send-West,normal,no,yes
546.4,56,2,1960.0,no,yes,yes,Send-West,normal,no,yes
431.15,51,2,1960.0,no,no,yes,Trud-Rie,good,no,yes
945.91,126,4,1973.0,yes,yes,yes,Bogenh,normal,no,yes
710.87,85,3,1999.0,no,yes,yes,Bogenh,normal,yes,yes
518.87,35,2,1983.0,no,no,yes,BamLaim,good,no,yes
390.74,47,2,1957.0,no,yes,yes,Pas-Obmenz,good,no,yes
440.85,86,4,1957.0,no,yes,yes,Pas-Obmenz,good,no,yes
396.67,71,3,1969.0,no,yes,yes,Au-Lo-La,normal,no,yes
322.12,30,1,1972.0,no,yes,yes,Au-Haid,normal,no,yes
588.0,70,2,1984.0,no,yes,yes,Ram-Per,normal,yes,yes
398.64,34,1,1966.0,no,yes,yes,Au-Haid,good,no,yes
562.43,55,3,1957.0,no,yes,yes,Schwanth,normal,no,yes
577.86,102,3,1918.0,no,no,yes,Schwanth,normal,no,yes
798.42,96,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
919.3,116,4,1918.0,no,yes,yes,Schwanth,normal,no,yes
567.54,50,2,1998.0,no,yes,yes,Send,good,no,yes
509.39,52,2,1957.0,no,yes,yes,Maxvor,normal,no,yes
443.6,140,5,1918.0,no,yes,no,Maxvor,normal,no,no
767.47,79,2,1957.0,no,no,yes,SchwWest,good,no,yes
465.28,46,1,1975.0,no,yes,yes,SchwWest,good,no,yes
1459.49,167,4,1918.0,yes,yes,yes,Schwab-Frei,good,no,yes
197.44,42,1,1924.0,no,no,yes,Neuh-Nymp,good,no,yes
