"","rent","rentsqm","area","rooms","yearc","bathextra","bathtile","cheating","district","location","upkitchen","wwater"
"975",591.18,7.78,76,3,1972,"no","yes","yes","Bogenh","normal","no","yes"
"976",567.55,9.62,59,3,1987,"no","yes","yes","Trud-Rie","good","yes","yes"
"977",316.56,5.02,63,2,1918,"no","yes","yes","Schwab-Frei","normal","no","yes"
"978",796.99,9.38,85,3,1966,"no","yes","yes","Schwab-Frei","good","no","yes"
"979",290.49,5.81,50,2,1948,"no","yes","yes","Schwab-Frei","normal","no","yes"
"980",735.42,7.82,94,4,1972,"no","yes","yes","Moos","normal","no","yes"
"981",352.44,9.79,36,1,1972,"no","no","yes","Moos","normal","no","yes"
"982",611.63,8.74,70,3,1966,"no","no","yes","Moos","normal","no","yes"
"983",429.49,7.16,60,2,1957.5,"no","yes","yes","Moos","normal","no","yes"
"984",376.25,8.55,44,1,1999,"no","yes","yes","Feld-Has","normal","no","yes"
"985",510.24,12.15,42,2,1998.5,"no","yes","yes","All-Umenz","normal","no","yes"
"986",330.96,5.91,56,2,1957,"no","no","yes","Neuh-Nymp","good","no","yes"
"987",493.83,9.88,50,2,1976,"no","yes","yes","Neuh-Nymp","good","no","yes"
"988",542.94,7.14,76,3,1960,"no","yes","yes","Maxvor","good","no","yes"
"989",362.93,4.03,90,2,1918,"no","yes","no","Lud-Isar","normal","no","yes"
"990",401.37,9.33,43,1,1939,"no","yes","yes","Schwanth","normal","no","yes"
"991",603.27,10.4,58,2,1972,"no","yes","yes","Schwanth","normal","no","yes"
"992",328.03,4.37,75,3,1918,"no","yes","yes","Schwanth","normal","no","yes"
"993",1094.47,11.17,98,3,1960,"no","yes","yes","Schwab-Frei","top","no","yes"
"994",491.63,8.06,61,3,1960,"no","no","yes","Mil-AmH","normal","no","yes"
"995",395.62,13.19,30,1,1968,"no","yes","yes","Schwab-Frei","top","no","yes"
"996",301.06,10.04,30,1,1978,"yes","yes","yes","Maxvor","good","no","yes"
"997",613.56,10.96,56,2,1960,"no","yes","yes","Maxvor","good","no","yes"
"998",425.38,6.54,65,3,1972,"no","yes","yes","Ram-Per","normal","no","yes"
"999",478.23,4.93,97,4,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"1000",639.11,9.83,65,2,1981,"no","yes","yes","Ram-Per","normal","no","yes"
"1001",640.99,8.66,74,3,1998.5,"no","yes","yes","BamLaim","normal","no","yes"
"1002",1198,8.56,140,5,1918,"yes","yes","yes","Au-Haid","normal","no","yes"
"1003",327.84,3.77,87,5,1966,"no","yes","yes","Au-Haid","good","no","yes"
"1004",299.45,5.65,53,3,1957,"no","yes","yes","Ram-Per","normal","no","yes"
"1005",565.49,7.07,80,3,1957,"no","yes","yes","Alt-Le","normal","no","yes"
"1006",487.16,8.86,55,2,1918,"no","no","no","Maxvor","good","no","yes"
"1007",321.56,16.08,20,1,1957.5,"no","yes","yes","Schwab-Frei","good","no","yes"
"1008",359.5,5.89,61,3,1966,"no","yes","yes","Laim","normal","no","yes"
"1009",447.23,5.73,78,3,1966,"no","yes","yes","Laim","normal","no","yes"
"1010",707.39,8.63,82,3,1998.5,"yes","yes","yes","Laim","good","yes","yes"
"1011",526.98,10.13,52,2,1998.5,"no","yes","yes","Laim","good","no","yes"
"1012",532.96,9.03,59,2,1967,"no","no","yes","Laim","normal","yes","yes"
"1013",652.9,10.36,63,3,1970,"no","yes","yes","Send-West","normal","no","yes"
"1014",335.55,7.99,42,1,1987,"no","yes","yes","Laim","normal","no","yes"
"1015",444.23,5.29,84,3,1972,"no","yes","yes","Laim","good","no","yes"
"1016",787.4,8.65,91,4,1978,"yes","yes","yes","Laim","good","no","yes"
"1017",124.47,2.39,52,2,1957,"no","yes","yes","Laim","good","no","yes"
"1018",621.73,9.42,66,2,1988,"no","yes","yes","Pas-Obmenz","normal","no","yes"
"1019",843.65,10.16,83,3,2000,"no","yes","yes","Pas-Obmenz","good","no","yes"
"1020",637.59,6.93,92,4,1985,"no","yes","yes","Bogenh","normal","no","yes"
"1021",922.52,11.53,80,3,1993,"yes","no","yes","Bogenh","normal","yes","yes"
"1022",582.38,11.65,50,2,1973,"no","yes","yes","Bogenh","normal","no","yes"
"1023",572.36,8.81,65,4,1960,"no","no","yes","Mil-AmH","normal","no","yes"
"1024",960.64,10.22,94,4,1997,"no","yes","yes","Mil-AmH","normal","no","yes"
"1025",311.05,4.04,77,3,1970,"no","yes","yes","Mil-AmH","normal","no","yes"
"1026",376.65,11.77,32,1,1957.5,"no","no","yes","SchwWest","good","no","yes"
"1027",448.16,7.6,59,3,1966,"no","yes","yes","SchwWest","normal","no","yes"
"1028",438.92,8.44,52,2,1960,"no","yes","yes","SchwWest","good","no","yes"
"1029",567.55,10.13,56,2,1997,"no","yes","yes","Bogenh","good","no","yes"
"1030",415.18,11.86,35,1,1996,"no","yes","yes","Send-West","normal","no","yes"
"1031",600.26,8.96,67,3,1966,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"1032",728.19,9.71,75,3,1993,"no","yes","yes","Send-West","normal","no","yes"
"1033",823.17,9.57,86,3,1966,"no","yes","yes","Had","good","no","yes"
"1034",554.44,10.08,55,2,1918,"no","yes","yes","Au-Haid","good","no","yes"
"1035",392.68,4.97,79,3,1918,"no","yes","yes","Au-Haid","normal","no","yes"
"1036",379.46,3.95,96,3,1918,"no","yes","no","Au-Haid","good","no","no"
"1037",615.88,8.44,73,2,1918,"yes","yes","yes","Maxvor","good","no","yes"
"1038",428.71,6.12,70,2,1918,"no","yes","no","Neuh-Nymp","normal","no","yes"
"1039",983.99,10.14,97,4,1957,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"1040",478.27,5.31,90,4,1972,"no","yes","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"1041",553.66,8.52,65,3,1966,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","yes","yes"
"1042",692.33,10.99,63,3,1957.5,"no","yes","yes","Ugies-Har","normal","no","yes"
"1043",526.01,6.58,80,3,1976,"no","yes","yes","Ugies-Har","top","no","yes"
"1044",513.4,8.56,60,3,1918,"no","no","no","Ugies-Har","normal","no","yes"
"1045",826.45,12.15,68,3,1957,"no","no","no","Maxvor","good","no","yes"
"1046",640.89,7.28,88,3,1966,"no","yes","yes","Maxvor","good","no","yes"
"1047",399.54,7.54,53,2,1973,"no","yes","yes","BamLaim","normal","no","yes"
"1048",854.18,5.34,160,4,1918,"yes","yes","yes","Neuh-Nymp","good","no","yes"
"1049",576.51,7.79,74,3,1967,"no","yes","yes","Neuh-Nymp","top","no","yes"
"1050",743.37,6.76,110,4,1918,"yes","yes","yes","Neuh-Nymp","good","no","yes"
"1051",400.23,5.2,77,3,1966,"yes","yes","yes","Moos","normal","no","yes"
"1052",366.06,10.17,36,1,1999,"no","yes","yes","Moos","normal","no","yes"
"1053",1018.38,11.07,92,3,1983,"yes","yes","yes","Neuh-Nymp","good","yes","yes"
"1054",411.23,6.85,60,2,1974,"no","no","yes","Moos","normal","no","yes"
"1055",262.41,6.73,39,2,1957,"no","yes","yes","Mil-AmH","normal","no","yes"
"1056",428.66,5.1,84,4,1966,"no","no","yes","Mil-AmH","normal","no","yes"
"1057",286.14,7.34,39,2,1948,"no","yes","yes","Mil-AmH","normal","no","yes"
"1058",986.97,16.45,60,2,1966,"no","yes","yes","Alt-Le","good","no","yes"
"1059",702.64,8.89,79,3,1957,"no","yes","yes","Lud-Isar","normal","no","yes"
"1060",413.49,9.19,45,2,1984,"no","yes","yes","Maxvor","good","no","yes"
"1061",299.62,4.61,65,3,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"1062",796.18,10.21,78,3,1957,"no","yes","yes","Maxvor","good","no","yes"
"1063",542.08,8.09,67,2,1960,"yes","yes","yes","Maxvor","good","no","yes"
"1064",371.03,4.95,75,3,1948,"no","no","no","Laim","normal","no","no"
"1065",577.83,5.96,97,3,1966,"no","yes","yes","Ram-Per","good","no","yes"
"1066",717.4,9.83,73,3,1972,"no","yes","yes","Ram-Per","good","no","yes"
"1067",306.57,8.52,36,1,1983,"no","yes","yes","Ram-Per","good","no","yes"
"1068",393.97,6.25,63,2,1972,"no","yes","yes","Schwanth","normal","no","yes"
"1069",263.85,5.28,50,2,1918,"no","no","no","Schwanth","normal","no","yes"
"1070",268.39,5.16,52,2,1918,"no","yes","yes","Schwanth","normal","no","yes"
"1071",312,3.71,84,3,1918,"no","yes","no","Maxvor","normal","no","yes"
"1072",458.74,6.95,66,3,1966,"no","yes","yes","Had","normal","no","yes"
"1073",324.28,12.97,25,1,1971,"no","yes","yes","SchwWest","good","no","yes"
"1074",506.19,9.93,51,2,1957.5,"no","yes","yes","Laim","normal","no","yes"
"1075",1018.22,6.97,146,5,1918,"no","no","no","Alt-Le","normal","no","yes"
"1076",880.49,12.4,71,3,1957.5,"no","yes","yes","Alt-Le","normal","no","yes"
"1077",409.04,8.18,50,2,1957,"no","yes","no","Ugies-Har","normal","no","yes"
"1078",473.18,5.7,83,3,1957,"no","yes","yes","Ugies-Har","normal","no","yes"
"1079",439.08,6.97,63,3,1957,"no","yes","yes","Laim","normal","no","yes"
"1080",500.24,7.36,68,3,1971,"no","yes","yes","Mil-AmH","normal","no","yes"
"1081",649.34,6.91,94,4,1975,"no","no","yes","Send-West","normal","no","yes"
"1082",484.03,8.8,55,2,1966,"no","yes","yes","Maxvor","good","no","yes"
"1083",335.21,5.59,60,2,1970,"no","yes","yes","Ram-Per","normal","no","yes"
"1084",706.73,7.68,92,3,1971,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"1085",807.86,11.88,68,3,1924,"no","yes","yes","Th-Ob-Fo-Fu-So","top","no","yes"
"1086",664.69,8.86,75,2,1972,"no","yes","yes","Th-Ob-Fo-Fu-So","top","no","yes"
"1087",666.91,4.45,150,3,1969,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"1088",340.01,5.48,62,3,1948,"no","no","no","Ugies-Har","good","no","no"
"1089",298.42,4.2,71,2,1918,"no","yes","yes","Schwanth","normal","no","yes"
"1090",486.37,9.18,53,2,1973,"no","yes","yes","Schwanth","normal","no","yes"
"1091",204.52,3.72,55,3,1973,"no","yes","yes","Schwanth","normal","no","yes"
"1092",788.91,9.86,80,3,1918,"no","no","yes","Schwanth","normal","no","yes"
"1093",529.13,11.26,47,2,1918,"no","yes","yes","Schwanth","normal","no","yes"
"1094",210.05,2.41,87,3,1918,"no","yes","no","Lud-Isar","normal","no","no"
"1095",299,4.15,72,3,1924,"no","yes","yes","Schwanth","normal","no","yes"
"1096",690.52,8.32,83,3,1918,"no","no","yes","Lud-Isar","normal","no","yes"
"1097",340.98,13.11,26,1,1973,"no","yes","yes","Lud-Isar","normal","no","yes"
"1098",213.01,4.18,51,2,1924,"no","yes","no","Neuh-Nymp","normal","no","no"
"1099",480.63,10.23,47,2,1960,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"1100",812.96,11.14,73,3,1918,"yes","yes","yes","Lud-Isar","good","no","yes"
"1101",449.94,12.86,35,1,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"1102",1457.2,11.38,128,5,1918,"no","yes","yes","Schwanth","normal","no","yes"
"1103",1000.41,9.81,102,3,1918,"no","yes","yes","Schwanth","normal","no","yes"
"1104",461.54,5.77,80,3,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"1105",287.14,12.48,23,1,1960,"no","yes","yes","Neuh-Nymp","good","no","yes"
"1106",1027.79,11.29,91,3,1966,"yes","no","yes","Neuh-Nymp","top","no","yes"
"1107",1002.8,14.12,71,2,1994,"yes","no","yes","Maxvor","normal","no","yes"
"1108",357.91,9.94,36,1,1957.5,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"1109",479.63,4.4,109,4,1924,"no","yes","yes","Moos","normal","no","yes"
"1110",478.07,10.62,45,2,1978,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"1111",432.14,7.86,55,2,1924,"no","yes","yes","Neuh-Nymp","good","no","yes"
"1112",531.2,7.28,73,3,1972,"no","yes","yes","Moos","normal","no","yes"
"1113",505.87,10.12,50,1,1957,"no","yes","yes","Maxvor","good","no","yes"
"1114",409.05,9.09,45,1,1966,"no","yes","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"1115",565.8,8.84,64,3,1966,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"1116",685.78,8.36,82,4,1972,"no","yes","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"1117",321.1,6.55,49,2,1966,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"1118",897.43,11.22,80,3,1994,"no","yes","yes","Laim","normal","yes","yes"
"1119",787.38,10.5,75,3,1998.5,"no","yes","yes","Trud-Rie","good","yes","yes"
"1120",352.8,8.82,40,1,1969,"no","yes","yes","Ram-Per","normal","no","yes"
"1121",355.15,12.68,28,1,1972,"no","yes","yes","Pas-Obmenz","good","no","yes"
"1122",789.25,7.66,103,4,1989,"yes","yes","yes","Au-Lo-La","normal","no","yes"
"1123",894.6,13.35,67,2,1993,"yes","yes","yes","SchwWest","normal","no","yes"
"1124",478.9,9.04,53,2,1966,"yes","yes","yes","SchwWest","normal","no","yes"
"1125",444.67,6.35,70,3,1966,"no","yes","yes","Had","normal","no","yes"
"1126",215.95,5.02,43,2,1924,"no","yes","yes","Laim","normal","no","yes"
"1127",554.76,8.95,62,2,1918,"yes","yes","yes","Laim","normal","no","yes"
"1128",393.59,5.32,74,3,1924,"no","yes","no","Laim","normal","no","yes"
"1129",646.8,12.44,52,2,1996,"no","yes","yes","Laim","normal","no","yes"
"1130",747.83,10.11,74,3,1957,"no","yes","yes","Alt-Le","good","no","yes"
"1131",427.86,9.72,44,1,1957,"no","yes","yes","Au-Haid","normal","no","yes"
"1132",771.21,11.02,70,2,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"1133",376,13.43,28,1,1960,"no","yes","yes","Maxvor","normal","no","yes"
"1134",269.63,5.99,45,2,1957.5,"no","yes","yes","Neuh-Nymp","good","no","yes"
"1135",654.46,10.23,64,2,1918,"no","yes","yes","SchwWest","good","no","yes"
"1136",323.87,10.45,31,1,1966,"no","yes","yes","SchwWest","good","no","yes"
"1137",493.85,7.16,69,3,1966,"no","no","yes","SchwWest","good","no","yes"
"1138",780.91,10.41,75,3,1918,"no","yes","yes","SchwWest","good","no","yes"
"1139",951.02,9.32,102,4,1957,"no","yes","yes","SchwWest","good","no","yes"
"1140",618.67,11.25,55,2,1948,"no","yes","yes","SchwWest","normal","yes","yes"
"1141",658.87,9.41,70,2,1996,"no","no","yes","Ram-Per","normal","no","yes"
"1142",553.35,7.69,72,3,1957,"no","no","yes","Obgies","normal","no","yes"
"1143",214.14,5.95,36,2,1948,"no","yes","yes","Obgies","normal","no","yes"
"1144",389.49,7.95,49,2,1960,"no","no","yes","Ram-Per","normal","no","yes"
"1145",386.22,10.44,37,1,1918,"no","yes","yes","Obgies","normal","no","yes"
"1146",328.63,5.87,56,2,1948,"no","yes","yes","Ugies-Har","normal","no","yes"
"1147",812.97,10.99,74,2,1918,"no","yes","yes","Ugies-Har","normal","no","yes"
"1148",810.55,7.37,110,3,1972,"yes","yes","yes","Maxvor","good","no","yes"
"1149",498.06,7.43,67,2,1957,"no","yes","yes","SchwWest","normal","no","yes"
"1150",559.67,11.19,50,2,1989,"no","yes","yes","Schwab-Frei","normal","yes","yes"
"1151",515.77,11.72,44,2,1924,"no","yes","yes","Pas-Obmenz","good","yes","yes"
"1152",812,11.12,73,3,1974,"no","yes","yes","Pas-Obmenz","good","no","yes"
"1153",971.47,10.79,90,3,1993,"no","yes","yes","Au-Lo-La","normal","no","yes"
"1154",360.57,5.63,64,2,1918,"no","yes","no","Pas-Obmenz","good","no","yes"
"1155",269.7,4.28,63,3,1948,"no","no","yes","Au-Lo-La","normal","no","yes"
"1156",356.89,7.93,45,2,1966,"no","yes","yes","Pas-Obmenz","good","no","yes"
"1157",256.67,5.83,44,2,1948,"no","yes","yes","Schwab-Frei","normal","no","yes"
"1158",313.84,9.51,33,1,1948,"no","yes","yes","Schwab-Frei","normal","no","yes"
"1159",485.43,7.36,66,3,1960,"no","no","yes","Mil-AmH","normal","no","yes"
"1160",283.07,5.44,52,2,1966,"no","yes","yes","Mil-AmH","normal","no","yes"
"1161",869.85,7.98,109,4,1972,"no","yes","yes","Schwab-Frei","good","yes","yes"
"1162",446.07,6.28,71,3,1960,"no","yes","yes","Mil-AmH","normal","no","yes"
"1163",130.35,3.62,36,2,1948,"no","yes","no","BamLaim","normal","no","no"
"1164",388.6,8.27,47,2,1972,"no","no","yes","Au-Haid","normal","no","yes"
"1165",696.09,9.04,77,3,1948,"no","no","yes","Bogenh","top","no","yes"
"1166",413.66,4.26,97,3,1924,"no","yes","yes","Au-Haid","normal","no","yes"
"1167",444.83,10.59,42,1,1960,"no","no","yes","Au-Haid","good","no","yes"
"1168",485.72,5.34,91,3,1918,"no","no","yes","Obgies","normal","no","yes"
"1169",580.28,5.28,110,3,1918,"no","yes","yes","Alt-Le","normal","no","no"
"1170",1533.9,11.8,130,5,1918,"no","yes","yes","Alt-Le","good","no","yes"
"1171",713.39,5.1,140,3,1918,"no","yes","yes","Alt-Le","good","no","yes"
"1172",570.34,9.2,62,2,1984,"no","yes","yes","BamLaim","normal","no","yes"
"1173",516.55,7.71,67,3,1966,"no","yes","yes","BamLaim","normal","no","yes"
"1174",920.34,8.37,110,4,1918,"no","yes","yes","Au-Haid","good","no","yes"
"1175",606.9,8.67,70,3,1957.5,"no","no","yes","Au-Haid","good","no","yes"
"1176",352.12,4.51,78,3,1960,"no","yes","yes","Au-Haid","good","no","yes"
"1177",570.67,8.78,65,3,1960,"no","yes","yes","Bogenh","top","no","yes"
"1178",787.41,12.3,64,2,1918,"no","yes","yes","Au-Haid","good","yes","yes"
"1179",302.84,3.36,90,3,1918,"no","no","yes","Au-Haid","good","no","yes"
"1180",936.01,6.88,136,5,1918,"no","yes","yes","Au-Haid","good","no","yes"
"1181",869.57,9.25,94,3,1994,"no","yes","yes","BamLaim","normal","no","yes"
"1182",200.42,3.85,52,2,1957,"no","yes","yes","BamLaim","normal","no","yes"
"1183",409.96,5.62,73,3,1957,"no","yes","yes","BamLaim","normal","no","yes"
"1184",208.56,11.59,18,1,1966,"no","yes","yes","BamLaim","normal","no","yes"
"1185",703.12,6.76,104,4,1918,"no","yes","yes","BamLaim","normal","no","yes"
"1186",971.47,11.85,82,3,1994,"yes","yes","yes","BamLaim","good","no","yes"
"1187",530.17,9.3,57,2,1983,"no","yes","yes","Au-Haid","good","no","yes"
"1188",396.23,8.25,48,3,1918,"no","yes","yes","Schwanth","normal","no","yes"
"1189",855.78,6.85,125,3,1918,"yes","yes","yes","Schwanth","normal","no","yes"
"1190",151,3.43,44,2,1924,"no","no","no","SchwWest","good","no","yes"
"1191",294,5.44,54,2,1973,"no","no","yes","SchwWest","good","no","yes"
"1192",389.23,9.05,43,2,1948,"no","yes","no","SchwWest","good","no","no"
"1193",398.81,9.73,41,1,1957,"no","no","yes","Lud-Isar","good","no","yes"
"1194",515.58,7.7,67,2,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"1195",392.14,9.8,40,1,1960,"no","yes","yes","Lud-Isar","good","no","yes"
"1196",611.66,4.37,140,4,1918,"no","yes","yes","SchwWest","good","no","yes"
"1197",306.53,8.76,35,1,1957,"no","yes","yes","SchwWest","good","no","yes"
"1198",327.05,12.58,26,1,1966,"no","yes","yes","Lud-Isar","good","no","yes"
"1199",421.31,7.52,56,2,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"1200",455.22,5.55,82,4,1948,"no","yes","no","Schwab-Frei","normal","no","yes"
"1201",414.58,7.4,56,2,1967,"no","no","yes","Feld-Has","normal","no","yes"
"1202",373.9,6.92,54,2,1966,"no","no","yes","Feld-Has","normal","no","yes"
"1203",389.95,5.57,70,3,1966,"no","no","yes","Feld-Has","normal","no","yes"
"1204",454.32,6.78,67,3,1960,"no","no","yes","Feld-Has","normal","no","yes"
"1205",155.59,5.19,30,1,1957.5,"no","no","yes","Feld-Has","normal","no","yes"
"1206",553.4,9.22,60,2,1984,"no","yes","yes","Send-West","normal","no","yes"
"1207",629.18,5.94,106,5,1973,"yes","no","yes","Send-West","normal","no","yes"
"1208",398.55,5.31,75,3,1967,"no","yes","yes","Send","normal","no","yes"
"1209",109.32,2.6,42,1,1939,"no","yes","no","Send-West","normal","no","yes"
"1210",590.19,7.87,75,2,1970,"no","yes","yes","Ram-Per","good","no","yes"
"1211",536.86,9.42,57,2,1995,"no","yes","yes","Ram-Per","normal","no","yes"
"1212",543.41,7.25,75,2,1924,"no","yes","yes","Bogenh","normal","no","yes"
"1213",583.53,9.73,60,2,1999,"no","yes","yes","Trud-Rie","good","no","yes"
"1214",322.13,6.32,51,2,1948,"no","no","yes","Bogenh","normal","no","yes"
"1215",512.58,7.22,71,3,1960,"no","yes","yes","Pas-Obmenz","normal","no","yes"
"1216",688.51,8.83,78,3,1960,"no","yes","yes","Au-Lo-La","normal","no","yes"
"1217",321.21,6.06,53,2,1972,"no","yes","yes","Pas-Obmenz","good","no","yes"
"1218",896.82,9.96,90,2,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"1219",281.21,8.03,35,2,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"1220",758.37,7.36,103,4,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"1221",1252.69,13.47,93,3,1918,"no","no","yes","Lud-Isar","good","no","yes"
"1222",997.03,12.16,82,3,1918,"yes","yes","yes","Lud-Isar","normal","no","yes"
"1223",345.54,6.52,53,2,1948,"no","no","yes","Laim","normal","no","yes"
"1224",284.55,5.17,55,2,1948,"no","no","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"1225",361.7,7.7,47,2,1968,"no","no","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"1226",614.58,10.97,56,3,1960,"no","no","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"1227",779.73,8.96,87,4,1967,"no","yes","yes","Pas-Obmenz","good","no","yes"
"1228",720.11,6.86,105,4,1969,"no","yes","yes","Au-Lo-La","normal","no","yes"
"1229",591,8.44,70,3,1997,"no","yes","yes","Au-Lo-La","normal","yes","yes"
"1230",404.18,7.77,52,1,1967,"no","yes","yes","Pas-Obmenz","normal","no","yes"
"1231",492.94,8.22,60,2,1983,"no","yes","yes","Had","normal","no","yes"
"1232",611.56,7.94,77,3,1974,"no","yes","yes","Had","good","no","yes"
"1233",853.32,8.89,96,3,1997,"yes","yes","yes","Had","good","no","yes"
"1234",588.74,12.02,49,3,1948,"no","yes","yes","Had","good","no","yes"
"1235",529.62,8.98,59,2,1973,"no","no","yes","Laim","normal","no","yes"
"1236",518.61,7.74,67,3,1957.5,"no","yes","yes","Maxvor","good","no","yes"
"1237",379.11,8.82,43,2,1918,"no","no","yes","Schwanth","normal","no","yes"
"1238",1109.52,8.1,137,4,1918,"no","no","yes","Maxvor","good","no","yes"
"1239",368.13,6.69,55,2,1918,"no","no","yes","Neuh-Nymp","good","no","yes"
"1240",476.79,7.45,64,2,1957.5,"no","no","yes","Lud-Isar","good","no","yes"
"1241",485.93,9,54,2,1957,"no","yes","yes","Maxvor","good","no","yes"
"1242",279.81,7.17,39,1,1960,"no","no","yes","Maxvor","good","no","yes"
"1243",605.6,8.65,70,2,1957,"no","yes","yes","Maxvor","good","no","yes"
"1244",166.48,4.06,41,2,1918,"no","yes","yes","Neuh-Nymp","good","no","no"
"1245",210.55,3.24,65,3,1957,"no","no","yes","Neuh-Nymp","normal","no","no"
"1246",670.34,8.38,80,3,1977,"no","yes","yes","Neuh-Nymp","good","no","yes"
"1247",419.22,9.11,46,2,1979,"no","yes","yes","Maxvor","good","no","yes"
"1248",701.46,8.25,85,3,1918,"no","yes","yes","SchwWest","good","no","yes"
"1249",666.22,8.43,79,3,1986,"no","no","yes","Schwab-Frei","good","no","yes"
"1250",383.47,10.09,38,1,1973,"no","yes","yes","Schwab-Frei","good","no","yes"
"1251",1135.96,10.23,111,5,1960,"no","yes","yes","SchwWest","good","no","yes"
"1252",323.92,10.8,30,1,1960,"no","no","yes","SchwWest","good","no","yes"
"1253",620.44,8.74,71,3,1966,"no","yes","yes","Feld-Has","normal","no","yes"
"1254",463.64,9.46,49,2,1966,"no","no","yes","Moos","normal","no","yes"
"1255",807.75,11.07,73,3,1969,"no","yes","yes","Moos","normal","no","yes"
"1256",343.22,11.07,31,1,1972,"no","yes","yes","Moos","normal","no","yes"
"1257",275.52,6.12,45,2,1960,"no","no","no","Moos","normal","no","yes"
"1258",613.56,10.4,59,2,1993,"no","yes","yes","All-Umenz","normal","no","yes"
"1259",594.93,9.15,65,2,1992,"no","yes","yes","Bogenh","normal","no","yes"
"1260",820.88,8.73,94,4,1989,"no","yes","yes","Bogenh","normal","no","yes"
"1261",634.09,10.23,62,2,1918,"no","yes","yes","Schwab-Frei","normal","no","yes"
"1262",470.52,8.71,54,2,1994,"no","no","yes","Mil-AmH","normal","no","yes"
"1263",359.91,6.92,52,1,1966,"no","no","yes","SchwWest","normal","no","yes"
"1264",355.5,5.64,63,3,1918,"no","no","yes","Neuh-Nymp","good","no","yes"
"1265",1227.12,10.14,121,5,1924,"no","yes","yes","Neuh-Nymp","good","no","yes"
"1266",407.23,13.14,31,1,1972,"no","yes","yes","Neuh-Nymp","good","no","yes"
"1267",388.59,6.27,62,2,1957.5,"no","no","yes","Lud-Isar","good","no","yes"
"1268",504.13,6.15,82,3,1957,"no","no","no","Schwanth","normal","no","yes"
"1269",695.37,7.56,92,3,1948,"no","yes","yes","Lud-Isar","good","no","yes"
"1270",575.23,8.22,70,3,1918,"yes","yes","yes","Pas-Obmenz","good","no","yes"
"1271",677.98,7.21,94,4,1974,"no","yes","yes","Had","normal","no","yes"
"1272",539.86,6.66,81,3,1975,"no","yes","yes","Had","good","no","yes"
"1273",414.97,13.83,30,1,1969,"no","yes","yes","Had","good","no","yes"
"1274",336.27,3.23,104,5,1960,"yes","no","yes","Had","good","no","yes"
"1275",848.11,11.78,72,3,1918,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"1276",752.08,7.67,98,4,1924,"no","yes","yes","Moos","normal","no","yes"
"1277",697.15,7.75,90,4,1960,"no","no","yes","Neuh-Nymp","top","no","yes"
"1278",422.46,7.54,56,2,1966,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"1279",296.46,4.42,67,3,1966,"no","yes","yes","Mil-AmH","normal","no","yes"
"1280",899.95,10.59,85,3,1918,"no","yes","yes","Schwab-Frei","good","no","yes"
"1281",884.16,10.65,83,3,1918,"yes","yes","no","Schwab-Frei","good","no","yes"
"1282",463.97,6.36,73,3,1960,"no","yes","yes","SchwWest","good","no","yes"
"1283",608.72,11.07,55,2,1996,"no","yes","yes","Bogenh","good","yes","yes"
"1284",342.57,10.08,34,1,1973,"no","yes","yes","Trud-Rie","good","no","yes"
"1285",983.13,12.29,80,4,1996,"no","yes","yes","BamLaim","good","no","yes"
"1286",347.98,6.69,52,2,1969,"no","yes","yes","Ram-Per","normal","no","yes"
"1287",256.94,9.18,28,1,1957,"no","yes","yes","Maxvor","good","no","yes"
"1288",251.43,3.59,70,3,1957,"no","yes","yes","Maxvor","good","no","yes"
"1289",678.48,8.81,77,3,1972,"no","yes","yes","Bogenh","normal","no","yes"
"1290",604.19,9.3,65,2,1992,"no","yes","yes","Bogenh","normal","yes","yes"
"1291",724,10.34,70,3,1992,"no","no","yes","Bogenh","normal","yes","yes"
"1292",228.87,5.87,39,1,1966,"no","yes","yes","Ugies-Har","normal","no","yes"
"1293",1175.97,9.41,125,4,1918,"yes","no","yes","Send","normal","no","yes"
